1677153721,47.7
1677153781,48.7
1677153841,48.7
1677153901,48.2
1677153961,47.7
1677154021,50.1
1677154081,48.2
1677154141,48.7
1677154201,47.7
1677154261,47.7
1677154321,48.7
1677154441,49.6
1677154561,48.7
1677154621,48.2
1677154741,36.0
1677154801,39.4
1677154861,42.3
1677154921,43.3
1677154981,44.3
1677155987,45.2
1677156001,44.8
1677156061,46.2
1677156121,46.7
1677156181,46.2
1677156241,46.2
1677156301,46.7
1677156361,46.7
1677156421,46.7
1677156481,47.7
1677156541,46.2
1677156601,47.7
1677156661,47.2
1677156721,37.4
1677157240,41.3
1677157261,43.3
1677157321,42.8
1677157381,43.8
1677157441,45.2
1677157501,45.2
1677157561,45.7
1677157621,46.7
1677157681,47.2
1677157741,47.7
1677157801,47.7
1677157861,48.2
1677157921,48.2
1677157981,47.7
1677158041,48.2
1677158101,49.1
1677158161,50.1
1677158222,49.1
1677158281,48.2
1677158342,50.6
1677158401,49.6
1677158461,48.2
1677158521,49.1
1677158581,50.6
1677158641,49.6
1677158701,50.1
1677158761,51.1
1677158821,51.1
1677158881,50.1
1677158941,51.6
1677159001,55.0
1677159061,51.1
1677159121,51.1
1677159181,50.1
1677159241,50.1
1677159301,39.4
1677159362,40.4
1677756356,42.3
1677756361,42.8
1677756421,42.8
1677756481,44.3
1677756541,44.3
1677756601,47.2
1677756661,48.2
1677756721,48.7
1677756781,48.7
1677756841,46.2
1677756901,49.6
1677756961,48.2
1677757021,52.5
1677757081,55.0
1677757141,50.1
1677757201,50.1
1677757262,50.1
1677757321,49.1
1677757381,49.6
1677757441,49.6
1677757501,50.6
1677757561,50.1
1677757621,50.1
1677757681,51.1
1677757741,50.6
1677757801,51.1
1677757861,50.6
1677757921,50.6
1677757981,50.6
1677758041,50.1
1677758101,49.6
1677758161,50.6
1677758221,50.6
1677758281,50.1
1677758341,49.1
1677758401,49.1
1677758461,49.1
1677758521,50.1
1677758582,49.1
1677758641,50.1
1677758701,49.1
1677758761,49.1
1677758822,49.1
1677758881,49.1
1677758941,49.1
1677759001,49.1
1677759061,49.1
1677759121,50.1
1677759181,49.6
1677759241,50.1
1677759301,50.6
1677759361,50.6
1677759421,52.1
1677759481,50.1
1677759541,49.6
1677759601,50.1
1677759661,50.1
1677759721,49.6
1677759781,50.1
1677759841,50.6
1677759901,49.6
1677759961,50.6
1677760021,50.1
1677760081,50.6
1677760141,50.6
1677760201,51.1
1677760261,51.6
1677760321,49.6
1677760381,51.1
1677760441,50.1
1677760501,50.1
1677760561,50.1
1677760621,49.6
1677760681,50.6
1677760741,50.6
1677760801,50.6
1677760861,49.6
1677760921,50.1
1677760982,50.6
1677761041,49.6
1677761101,50.1
1677761161,47.7
1677761221,47.2
1677761281,47.2
1677761341,49.1
1677761401,48.7
1677761461,49.1
1677761522,49.1
1677761581,49.6
1677761641,49.1
1677761701,48.2
1677761761,50.1
1677761821,51.6
1677761881,51.6
1677761941,51.6
1677762001,52.1
1677762061,53.5
1677762121,53.0
1677762181,53.5
1677762241,52.5
1677762301,54.5
1677762361,52.1
1677762421,53.5
1677762481,53.0
1677762541,54.0
1677762601,53.0
1677762661,54.0
1677762721,54.0
1677762781,54.0
1677762841,54.0
1677762901,55.0
1677762962,58.4
1677763021,56.9
1677763081,55.5
1677763141,56.0
1677763202,55.5
1677763261,56.0
1677763321,55.5
1677763381,55.5
1677763441,55.5
1677763501,55.0
1677763561,55.0
1677763621,54.5
1677763681,55.5
1677763741,55.5
1677763801,55.0
1677763861,55.5
1677763921,54.5
1677763981,55.0
1677764041,56.0
1677764101,56.0
1677764161,56.0
1677764221,55.0
1677764281,55.5
1677764341,56.4
1677764402,54.5
1677764461,54.5
1677764521,55.0
1677764581,55.0
1677764641,54.5
1677764701,53.5
1677764761,55.0
1677764822,54.5
1677764881,53.0
1677764941,54.0
1677765001,54.0
1677765062,54.5
1677765121,54.5
1677765181,54.5
1677765241,53.5
1677765301,55.0
1677765361,55.5
1677763081,31.1
1677763141,36.0
1677763201,38.4
1677763261,40.4
1677763321,41.8
1677763382,42.8
1677763441,44.8
1677763501,45.2
1677763561,46.2
1677763621,47.7
1677763681,48.7
1677763741,49.6
1677763801,49.6
1677763861,51.1
1677763921,50.6
1677763981,51.1
1677764041,51.1
1677764101,51.1
1677764161,52.5
1677764221,52.1
1677764281,53.0
1677764341,54.0
1677764401,53.5
1677764461,54.0
1677764521,55.0
1677764581,55.0
1677764641,55.0
1677764701,55.5
1677764761,55.0
1677764821,55.5
1677764881,55.5
1677764941,55.5
1677765001,55.5
1677765062,56.0
1677765121,55.5
1677765181,56.0
1677765241,54.5
1677765301,54.5
1677765361,54.5
1677765421,54.5
1677765481,55.0
1677765541,54.5
1677765601,54.5
1677765661,55.5
1677765721,54.5
1677765781,55.0
1677765841,55.5
1677765901,55.0
1677765961,55.0
1677766021,56.4
1677766081,57.4
1677766141,55.5
1677766201,55.0
1678363610,55.5
1678363621,55.5
1678363682,55.5
1678363741,56.0
1678363801,55.5
1678363861,55.5
1678363921,55.5
1678363981,56.4
1678364041,54.5
1678364102,56.4
1678364161,56.0
1678364221,56.9
1678364281,56.0
1678364341,56.0
1678364401,56.4
1678364461,56.4
1678364522,57.4
1678364581,55.5
1678364641,57.4
1678364701,56.0
1678364761,56.9
1678364821,56.0
1678364881,55.0
1678364942,55.5
1678365001,55.5
1678365061,55.0
1678365121,54.5
1678365181,56.4
1678365242,56.0
1678365301,55.0
1678365361,55.0
1678365421,54.5
1678365481,55.5
1678365541,55.0
1678365601,55.5
1678365662,55.5
1678365721,55.5
1678365781,56.0
1678365841,57.9
1678365901,57.4
1678365961,58.4
1678366021,56.9
1678366081,56.9
1678366141,56.0
1678366201,56.4
1678366261,57.4
1678366321,56.4
1678366381,57.4
1678366441,56.4
1678366501,56.4
1678366561,55.5
1678366622,55.5
1678366681,55.0
1678366741,54.5
1678366801,56.9
1678366861,57.4
1678366921,56.4
1678366981,56.0
1678367041,56.0
1678367101,56.0
1678367161,55.5
1678367221,54.0
1678367281,54.0
1678367341,50.6
1678367401,50.1
1678367461,49.6
1678367521,48.7
1678367581,50.1
1678367641,49.1
1678367701,49.1
1678367761,48.2
1678367821,49.1
1678367881,47.7
1678367941,47.2
1678368001,45.7
1678368061,45.2
1678368121,45.7
1678368181,46.2
1678368241,46.7
1678368301,45.2
1678368361,31.1
1678965642,35.5
1678965661,36.0
1678965721,37.9
1678965781,39.9
1678965841,41.3
1678965901,42.3
1678965961,43.8
1678966021,44.3
1678966081,44.8
1678966141,45.7
1678966201,46.7
1678966261,46.2
1678966322,47.7
1678966381,47.7
1678966441,47.7
1678966501,48.7
1678966561,50.1
1678966621,49.1
1678966681,50.1
1678966741,50.1
1678966801,51.6
1678966861,52.1
1678966921,52.5
1678966981,52.5
1678967041,52.1
1678967101,51.6
1678967161,51.6
1678967221,52.1
1678967281,53.5
1678967341,51.6
1678967401,54.0
1678967461,53.0
1678967521,53.5
1678967581,52.5
1678967641,53.5
1678967701,51.6
1678967761,54.0
1678967821,54.0
1678967881,53.0
1678967941,53.0
1678968001,54.0
1678968061,55.0
1678968121,55.0
1678968181,54.0
1678968241,54.5
1678968302,54.0
1678968361,56.0
1678968421,55.0
1678968481,57.4
1678968541,56.0
1678968601,55.0
1678968661,54.0
1678968721,56.9
1678968781,55.5
1678968841,56.0
1678968901,57.4
1678968961,56.9
1678969021,58.4
1678969081,58.4
1678969141,58.4
1678969201,57.4
1678969261,57.9
1678969321,56.9
1678969381,56.0
1678969441,57.9
1678969501,56.9
1678969561,57.4
1678969621,56.9
1678969681,57.4
1678969741,57.9
1678969801,57.4
1678969861,56.9
1678969921,56.4
1678969981,56.9
1678970041,57.4
1678970101,57.4
1678970162,56.9
1678970221,57.9
1678970281,58.4
1678970341,56.4
1678970401,57.9
1678970461,57.4
1678970521,57.4
1678970581,58.4
1678970641,58.9
1678970701,56.9
1678970761,57.9
1678970821,58.9
1678970881,56.9
1678970941,57.9
1678971001,57.4
1678971061,58.4
1678971121,58.4
1678971181,57.4
1678971241,57.9
1678971302,57.4
1678971361,57.9
1678971421,57.4
1678971481,59.4
1678971541,58.4
1678971601,58.9
1678971661,59.9
1678971721,58.4
1678971781,58.4
1678971841,56.9
1678971901,57.9
1678971961,58.4
1678972022,58.4
1678972081,52.1
1678972141,54.5
1678972201,55.0
1678972261,54.0
1678972321,54.5
1678969081,34.5
1678969141,37.9
1678969201,39.4
1678969261,40.9
1678969321,42.8
1678969381,44.3
1678969441,44.8
1678969501,46.7
1678969561,46.7
1678969621,47.7
1678969681,47.2
1678969741,48.7
1678969801,49.6
1678969861,49.1
1678969921,50.1
1678969981,49.6
1678970041,50.1
1678970101,51.1
1678970161,51.1
1678970221,51.1
1678970281,52.1
1678970342,52.5
1678970401,53.0
1678970461,53.0
1678970521,52.5
1678970581,53.0
1678970641,54.0
1678970701,55.5
1678970761,56.0
1678969081,35.5
1678969142,38.9
1678969201,41.8
1678969261,42.3
1681989516,45.2
1681989541,45.7
1681989601,46.7
1681989661,48.7
1681989721,
